Model: LI-7810	SN: TG10-01234	TimeZone: UTC
SECONDS	DIAG	CO2	CH4	H2O	TEMP
1782985582	0	410.012	1950.222	14993.71	18.20
1782985583	0	409.985	1950.727	15002.55	18.20
1782985584	0	409.954	1950.566	15007.65	18.20
1782985585	0	409.936	1949.970	15000.32	18.20
1782985586	0	409.893	1950.228	15002.86	18.20
1782985587	0	410.145	1949.961	14990.78	18.20
1782985588	0	409.980	1949.443	14996.61	18.20
1782985589	0	409.977	1949.204	14994.63	18.20
1782985590	0	409.909	1950.113	14990.52	18.20
1782985591	0	410.132	1951.405	15000.58	18.20
1782985592	0	409.941	1950.718	14988.79	18.20
1782985593	0	410.024	1949.924	14993.39	18.20
1782985594	0	410.043	1950.031	14997.31	18.20
1782985595	0	410.011	1949.796	14995.84	18.20
1782985596	0	409.860	1949.228	15001.98	18.20
1782985597	0	410.065	1949.862	15001.53	18.20
1782985598	0	409.940	1950.004	15004.47	18.20
1782985599	0	410.079	1950.090	15003.76	18.20
1782985600	0	409.934	1950.613	15005.70	18.20
1782985601	0	410.158	1950.247	14999.99	18.20
1782985602	0	410.097	1950.621	15001.52	18.20
1782985603	0	410.113	1950.307	15002.56	18.20
1782985604	0	410.060	1950.260	15000.71	18.20
1782985605	0	409.890	1950.350	14998.01	18.20
1782985606	0	409.864	1949.603	14998.34	18.20
1782985607	0	410.130	1950.420	14995.91	18.20
1782985608	0	410.149	1949.864	15002.11	18.20
1782985609	0	409.885	1949.880	14999.53	18.20
1782985610	0	410.010	1950.039	14996.68	18.20
1782985611	0	410.113	1949.819	14996.69	18.20
1782985612	0	410.035	1949.506	14993.95	18.20
1782985613	0	410.045	1950.002	15004.89	18.20
1782985614	0	409.925	1949.882	15000.39	18.20
1782985615	0	409.982	1949.865	14995.69	18.20
1782985616	0	410.177	1949.951	15004.04	18.20
1782985617	0	409.976	1948.951	14997.20	18.20
1782985618	0	409.911	1949.868	14992.97	18.20
1782985619	0	409.931	1950.691	15005.11	18.20
1782985620	0	409.984	1950.644	14997.31	18.20
1782985621	0	410.006	1950.019	14997.96	18.20
1782985622	0	409.991	1950.002	15000.21	18.20
1782985623	0	410.172	1948.840	15005.71	18.20
1782985624	0	409.800	1949.728	15000.10	18.20
1782985625	0	410.001	1950.345	14994.00	18.20
1782985626	0	410.047	1949.808	15002.72	18.20
1782985627	0	410.102	1950.515	14997.58	18.20
1782985628	0	410.018	1950.481	15009.44	18.20
1782985629	0	410.027	1949.719	14999.99	18.20
1782985630	0	410.070	1950.055	14988.82	18.20
1782985631	0	410.000	1950.736	15001.79	18.20
1782985632	0	409.755	1949.291	15009.72	18.20
1782985633	0	409.881	1949.818	15007.88	18.20
1782985634	0	409.975	1949.246	15009.15	18.20
1782985635	0	409.901	1949.570	14994.90	18.20
1782985636	0	410.246	1950.901	15004.56	18.20
1782985637	0	409.959	1949.818	14996.39	18.20
1782985638	0	409.885	1949.046	15001.12	18.20
1782985639	0	409.988	1949.501	14993.64	18.20
1782985640	0	409.992	1949.200	14996.78	18.20
1782985641	0	409.924	1950.074	14996.62	18.20
1782985642	0	410.037	1950.209	15004.49	18.20
1782985643	0	409.868	1950.427	15004.00	18.20
1782985644	0	409.920	1950.316	15001.38	18.20
1782985645	0	409.999	1949.312	14993.25	18.20
1782985646	0	409.968	1950.183	14998.44	18.20
1782985647	0	410.061	1949.930	14996.27	18.20
1782985648	0	410.153	1950.504	15004.35	18.20
1782985649	0	409.974	1950.375	15005.89	18.20
1782985650	0	410.193	1950.980	15005.28	18.20
1782985651	0	409.877	1949.537	14996.22	18.20
1782985652	0	410.148	1949.471	14986.30	18.20
1782985653	0	409.868	1949.757	14991.17	18.20
1782985654	0	410.042	1949.949	15007.11	18.20
1782985655	0	409.935	1949.663	14997.99	18.20
1782985656	0	409.929	1949.560	14996.25	18.20
1782985657	0	410.228	1950.149	15008.21	18.20
1782985658	0	410.089	1949.755	15006.33	18.20
1782985659	0	409.981	1949.643	15000.12	18.20
1782985660	0	409.735	1949.311	14998.53	18.20
1782985661	0	409.819	1948.875	14999.34	18.20
1782985662	0	409.880	1950.662	15001.14	18.20
1782985663	0	409.996	1950.645	15008.00	18.20
1782985664	0	410.041	1950.391	15002.11	18.20
1782985665	0	409.910	1950.262	15003.63	18.20
1782985666	0	410.073	1949.712	15005.85	18.20
1782985667	0	410.056	1950.283	14994.15	18.20
1782985668	0	409.945	1949.439	15003.77	18.20
1782985669	0	409.882	1950.043	14998.53	18.20
1782985670	0	410.033	1949.604	14987.42	18.20
1782985671	0	410.003	1950.285	14989.36	18.20
1782985672	0	410.062	1950.776	14994.91	18.20
1782985673	0	410.128	1949.499	15002.66	18.20
1782985674	0	410.168	1949.735	15000.57	18.20
1782985675	0	410.104	1950.034	15000.92	18.20
1782985676	0	409.959	1949.096	15009.75	18.20
1782985677	0	409.983	1949.220	14993.65	18.20
1782985678	0	410.097	1950.758	14999.86	18.20
1782985679	0	409.920	1950.151	15001.52	18.20
1782985680	0	409.927	1949.686	14996.32	18.20
1782985681	0	410.077	1949.981	15000.14	18.20
1782985682	0	410.174	1949.759	14992.00	18.20
1782985683	0	410.100	1950.049	15007.05	18.20
1782985684	0	410.080	1949.776	14996.59	18.20
1782985685	0	409.995	1949.942	15010.16	18.20
1782985686	0	409.916	1950.331	14999.84	18.20
1782985687	0	410.065	1950.297	15005.14	18.20
1782985688	0	410.154	1950.725	14999.73	18.20
1782985689	0	409.963	1950.187	14999.85	18.20
1782985690	0	409.938	1950.012	14997.08	18.20
1782985691	0	409.940	1950.810	15000.60	18.20
1782985692	0	410.036	1949.891	15001.59	18.20
1782985693	0	410.119	1948.915	14996.08	18.20
1782985694	0	409.799	1950.398	14999.37	18.20
1782985695	0	410.006	1950.125	14996.95	18.20
1782985696	0	409.867	1949.988	15011.50	18.20
1782985697	0	410.200	1950.412	14999.55	18.20
1782985698	0	410.017	1949.780	15007.73	18.20
1782985699	0	409.961	1948.935	14999.02	18.20
1782985700	0	410.026	1950.423	15001.30	18.20
1782985701	0	409.842	1949.669	14993.39	18.20
1782985702	0	409.884	1949.517	14997.76	18.20
1782985703	0	410.005	1948.958	15001.05	18.20
1782985704	0	410.061	1950.377	15007.93	18.20
1782985705	0	409.975	1948.760	15001.11	18.20
1782985706	0	409.900	1950.616	15006.92	18.20
1782985707	0	409.722	1949.826	15003.20	18.20
1782985708	0	409.882	1950.402	15008.14	18.20
1782985709	0	409.932	1950.202	14999.70	18.20
1782985710	0	410.057	1950.918	15011.95	18.20
1782985711	0	409.980	1950.188	14997.57	18.20
1782985712	0	409.851	1950.595	14996.17	18.20
1782985713	0	409.924	1949.720	14993.95	18.20
1782985714	0	409.998	1949.219	15011.66	18.20
1782985715	0	410.023	1950.484	15004.10	18.20
1782985716	0	410.029	1949.206	14998.33	18.20
1782985717	0	409.988	1950.371	15006.25	18.20
1782985718	0	409.812	1949.463	15003.44	18.20
1782985719	0	410.088	1950.135	15009.83	18.20
1782985720	0	410.041	1950.930	14992.26	18.20
1782985721	0	410.047	1950.329	14998.67	18.20
1782985722	0	410.271	1949.893	14997.69	18.20
1782985723	0	409.920	1950.214	14990.13	18.20
1782985724	0	410.044	1949.737	15005.30	18.20
1782985725	0	409.897	1951.155	14998.65	18.20
1782985726	0	410.033	1949.634	15003.70	18.20
1782985727	0	410.092	1949.945	15011.80	18.20
1782985728	0	409.975	1950.281	14998.23	18.20
1782985729	0	409.871	1950.176	14997.89	18.20
1782985730	0	410.191	1950.233	15000.59	18.20
1782985731	0	409.962	1949.746	15004.94	18.20
1782985732	0	409.959	1949.873	14997.17	18.20
1782985733	0	409.962	1950.458	14996.85	18.20
1782985734	0	409.827	1950.431	15005.29	18.20
1782985735	0	409.962	1950.188	15001.89	18.20
1782985736	0	409.887	1950.664	14989.78	18.20
1782985737	0	410.125	1950.480	14993.87	18.20
1782985738	0	409.849	1950.415	15007.51	18.20
1782985739	0	410.040	1949.197	15002.01	18.20
1782985740	0	409.998	1950.182	14996.19	18.20
1782985741	0	410.056	1950.089	14999.15	18.20
1782985742	0	410.029	1950.737	15000.07	18.20
1782985743	0	410.123	1948.566	15003.68	18.20
1782985744	0	409.968	1949.918	14993.21	18.20
1782985745	0	409.825	1950.047	14995.80	18.20
1782985746	0	410.125	1949.457	15001.36	18.20
1782985747	0	410.034	1949.542	14999.50	18.20
1782985748	0	409.933	1950.739	15002.86	18.20
1782985749	0	409.946	1950.231	14993.85	18.20
1782985750	0	409.813	1950.931	15001.79	18.20
1782985751	0	410.060	1949.909	15005.46	18.20
1782985752	0	410.058	1949.295	15002.43	18.20
1782985753	0	410.118	1949.838	15000.70	18.20
1782985754	0	409.980	1949.754	14999.52	18.20
1782985755	0	409.942	1950.347	14995.83	18.20
1782985756	0	410.026	1950.326	14999.64	18.20
1782985757	0	409.999	1950.257	15006.30	18.20
1782985758	0	409.958	1951.115	14999.40	18.20
1782985759	0	409.843	1950.630	14995.55	18.20
1782985760	0	410.137	1949.574	14997.54	18.20
1782985761	0	410.223	1950.498	15001.00	18.20
1782985762	0	410.097	1950.014	14998.13	18.20
1782985763	0	409.978	1949.895	15002.43	18.20
1782985764	0	410.039	1950.701	15002.61	18.20
1782985765	0	410.018	1949.544	15004.44	18.20
1782985766	0	410.082	1950.461	15007.12	18.20
1782985767	0	410.065	1950.373	15004.98	18.20
1782985768	0	409.973	1949.536	14995.33	18.20
1782985769	0	409.913	1949.182	14995.48	18.20
1782985770	0	410.024	1949.958	14999.62	18.20
1782985771	0	409.956	1948.522	14997.74	18.20
1782985772	0	409.875	1950.560	14994.31	18.20
1782985773	0	409.934	1950.180	14997.79	18.20
1782985774	0	409.861	1950.719	14997.63	18.20
1782985775	0	409.986	1950.145	14996.64	18.20
1782985776	0	410.233	1950.758	14998.42	18.20
1782985777	0	409.969	1949.703	15005.89	18.20
1782985778	0	409.967	1950.255	15001.00	18.20
1782985779	0	409.989	1949.802	15012.36	18.20
1782985780	0	410.147	1949.943	15000.85	18.20
1782985781	0	410.230	1950.045	14998.55	18.20
1782985782	0	410.179	1950.179	15000.02	18.20
1782985783	0	410.096	1949.638	15001.28	18.20
1782985784	0	409.915	1950.230	15002.18	18.20
1782985785	0	410.099	1950.020	15010.38	18.20
1782985786	0	409.871	1949.320	14995.77	18.20
1782985787	0	409.857	1949.116	15004.30	18.20
1782985788	0	410.011	1950.563	15001.04	18.20
1782985789	0	409.999	1948.870	14992.14	18.20
1782985790	0	409.981	1949.919	15003.85	18.20
1782985791	0	410.210	1949.271	15006.34	18.20
1782985792	0	409.961	1950.853	14995.71	18.20
1782985793	0	410.045	1950.282	14999.96	18.20
1782985794	0	410.011	1950.165	14991.37	18.20
1782985795	0	410.078	1949.595	14993.71	18.20
1782985796	0	410.088	1949.313	15005.24	18.20
1782985797	0	410.033	1950.089	14997.67	18.20
1782985798	0	409.938	1949.989	14994.46	18.20
1782985799	0	409.938	1949.464	15001.15	18.20
1782985800	0	414.717	1955.584	14997.39	18.20
1782985801	0	415.258	1955.400	14997.65	18.20
1782985802	0	415.570	1955.274	15003.70	18.20
1782985803	0	414.547	1957.502	14994.19	18.20
1782985804	0	416.060	1961.321	14995.47	18.20
1782985805	0	414.831	1961.995	15000.77	18.20
1782985806	0	413.314	1959.827	15004.85	18.20
1782985807	0	416.598	1960.529	15006.19	18.20
1782985808	0	415.054	1962.193	14996.67	18.20
1782985809	0	415.716	1952.010	15004.69	18.20
1782985810	0	413.654	1960.841	14996.08	18.20
1782985811	0	414.428	1965.248	15009.13	18.20
1782985812	0	414.748	1952.262	14994.33	18.20
1782985813	0	413.986	1949.001	15006.64	18.20
1782985814	0	414.813	1959.246	14996.72	18.20
1782985815	0	414.660	1964.316	15010.07	18.20
1782985816	0	415.959	1959.318	15002.96	18.20
1782985817	0	413.292	1962.469	14994.92	18.20
1782985818	0	415.444	1961.238	14997.39	18.20
1782985819	0	415.785	1955.341	15003.91	18.20
1782985820	0	416.607	1956.162	15005.26	18.20
1782985821	0	415.599	1953.251	14999.65	18.20
1782985822	0	414.256	1966.065	15000.22	18.20
1782985823	0	414.791	1963.360	15003.79	18.20
1782985824	0	415.190	1959.580	15000.66	18.20
1782985825	0	416.091	1959.053	14993.53	18.20
1782985826	0	413.575	1956.787	14995.94	18.20
1782985827	0	415.441	1961.582	15001.18	18.20
1782985828	0	413.746	1957.103	15006.08	18.20
1782985829	0	414.535	1958.538	15008.08	18.20
1782985830	0	413.899	1957.487	15003.90	18.20
1782985831	0	414.417	1963.086	15001.44	18.20
1782985832	0	415.647	1959.417	15003.74	18.20
1782985833	0	414.686	1960.560	14996.67	18.20
1782985834	0	414.347	1955.413	14999.23	18.20
1782985835	0	414.248	1957.461	14995.88	18.20
1782985836	0	414.069	1960.648	14993.76	18.20
1782985837	0	415.584	1953.652	15001.67	18.20
1782985838	0	415.020	1959.120	15000.93	18.20
1782985839	0	415.273	1959.948	15003.44	18.20
1782985840	0	413.837	1954.950	15002.73	18.20
1782985841	0	415.024	1964.115	15001.21	18.20
1782985842	0	413.229	1961.383	15002.78	18.20
1782985843	0	415.952	1959.388	14999.79	18.20
1782985844	0	415.440	1957.188	15002.06	18.20
1782985845	0	414.905	1953.516	14996.37	18.20
1782985846	0	413.125	1963.771	15001.85	18.20
1782985847	0	414.212	1958.178	15003.34	18.20
1782985848	0	413.891	1954.360	14996.65	18.20
1782985849	0	414.861	1957.082	15000.26	18.20
1782985850	0	415.302	1961.810	14996.88	18.20
1782985851	0	415.257	1960.954	14997.37	18.20
1782985852	0	416.262	1955.730	14994.38	18.20
1782985853	0	414.956	1964.531	15006.33	18.20
1782985854	0	416.012	1954.313	15005.33	18.20
1782985855	0	414.750	1965.432	15002.69	18.20
1782985856	0	415.406	1960.781	15009.86	18.20
1782985857	0	414.826	1958.465	14999.05	18.20
1782985858	0	415.231	1958.991	15015.16	18.20
1782985859	0	414.966	1960.314	14998.86	18.20
1782985860	0	414.458	1962.129	15001.28	18.20
1782985861	0	417.331	1952.892	14998.01	18.20
1782985862	0	415.259	1956.959	15001.86	18.20
1782985863	0	415.462	1960.186	15004.18	18.20
1782985864	0	415.609	1964.702	14999.43	18.20
1782985865	0	415.154	1964.528	15008.88	18.20
1782985866	0	413.125	1966.362	15001.20	18.20
1782985867	0	415.300	1964.311	15001.35	18.20
1782985868	0	414.024	1956.677	14995.46	18.20
1782985869	0	415.117	1959.932	15002.09	18.20
1782985870	0	415.226	1964.338	14999.33	18.20
1782985871	0	413.588	1963.895	14996.96	18.20
1782985872	0	415.007	1959.185	14996.12	18.20
1782985873	0	413.823	1962.012	15013.36	18.20
1782985874	0	413.069	1962.594	14998.68	18.20
1782985875	0	413.806	1960.214	14992.72	18.20
1782985876	0	414.905	1964.678	14996.51	18.20
1782985877	0	414.857	1957.223	14999.74	18.20
1782985878	0	414.595	1965.092	15002.73	18.20
1782985879	0	415.429	1958.457	15002.77	18.20
1782985880	0	414.811	1953.731	15003.38	18.20
1782985881	0	415.311	1952.961	14996.78	18.20
1782985882	0	415.601	1960.514	15001.70	18.20
1782985883	0	416.910	1955.599	14995.62	18.20
1782985884	0	414.918	1967.193	14996.90	18.20
1782985885	0	415.953	1957.215	14995.41	18.20
1782985886	0	415.179	1960.008	14994.06	18.20
1782985887	0	415.226	1957.205	15005.32	18.20
1782985888	0	414.929	1953.608	15003.44	18.20
1782985889	0	415.108	1961.800	15004.88	18.20
1782985890	0	414.818	1953.540	15000.20	18.20
1782985891	0	415.791	1961.458	15003.88	18.20
1782985892	0	414.419	1958.878	14991.19	18.20
1782985893	0	413.799	1955.898	15004.32	18.20
1782985894	0	414.570	1964.914	15000.89	18.20
1782985895	0	414.488	1962.561	15003.14	18.20
1782985896	0	414.569	1960.992	15001.90	18.20
1782985897	0	414.887	1963.492	14995.06	18.20
1782985898	0	414.572	1953.710	14992.51	18.20
1782985899	0	413.894	1957.872	14996.44	18.20
1782985900	0	414.001	1961.641	15002.82	18.20
1782985901	0	414.627	1969.498	15003.45	18.20
1782985902	0	413.610	1960.815	14993.16	18.20
1782985903	0	414.098	1958.026	14995.09	18.20
1782985904	0	415.113	1950.699	14996.38	18.20
1782985905	0	415.189	1967.612	14998.21	18.20
1782985906	0	414.637	1961.039	14993.19	18.20
1782985907	0	415.820	1959.344	14992.89	18.20
1782985908	0	414.535	1950.897	14995.89	18.20
1782985909	0	415.513	1959.547	15000.43	18.20
1782985910	0	414.190	1960.506	14994.10	18.20
1782985911	0	414.533	1957.886	14999.42	18.20
1782985912	0	415.485	1954.646	15005.29	18.20
1782985913	0	415.838	1954.409	14993.49	18.20
1782985914	0	414.470	1967.692	14998.97	18.20
1782985915	0	415.902	1960.390	15005.12	18.20
1782985916	0	414.248	1957.883	14997.91	18.20
1782985917	0	415.059	1960.150	14997.13	18.20
1782985918	0	414.927	1959.877	15005.82	18.20
1782985919	0	414.828	1954.232	14998.47	18.20
1782985920	0	414.587	1963.658	15005.52	18.20
1782985921	0	413.905	1959.242	15002.14	18.20
1782985922	0	414.344	1960.445	14998.29	18.20
1782985923	0	414.689	1965.910	15002.40	18.20
1782985924	0	415.405	1954.753	15001.60	18.20
1782985925	0	415.537	1956.901	15005.10	18.20
1782985926	0	414.538	1961.255	14997.26	18.20
1782985927	0	414.607	1963.571	15000.21	18.20
1782985928	0	414.380	1957.524	14999.69	18.20
1782985929	0	414.475	1957.737	15003.52	18.20
1782985930	0	415.879	1962.515	14994.87	18.20
1782985931	0	416.368	1969.071	15005.08	18.20
1782985932	0	414.175	1960.282	15002.33	18.20
1782985933	0	414.059	1956.890	14993.42	18.20
1782985934	0	414.496	1955.771	15006.04	18.20
1782985935	0	414.158	1959.423	15011.17	18.20
1782985936	0	414.027	1963.369	15005.01	18.20
1782985937	0	414.266	1971.238	15007.13	18.20
1782985938	0	414.639	1960.288	15000.43	18.20
1782985939	0	413.964	1966.824	14991.69	18.20
1782985940	0	415.896	1961.188	14990.78	18.20
1782985941	0	413.923	1960.843	15001.28	18.20
1782985942	0	414.103	1965.849	14997.04	18.20
1782985943	0	415.647	1960.382	14995.43	18.20
1782985944	0	413.051	1956.066	14999.69	18.20
1782985945	0	415.550	1964.852	15003.08	18.20
1782985946	0	415.887	1953.632	14992.74	18.20
1782985947	0	415.241	1964.062	14997.76	18.20
1782985948	0	413.673	1959.968	15007.55	18.20
1782985949	0	415.219	1958.797	14994.62	18.20
1782985950	0	413.518	1958.697	15004.35	18.20
1782985951	0	414.738	1959.408	14997.58	18.20
1782985952	0	414.549	1958.228	15002.73	18.20
1782985953	0	414.968	1961.770	15005.49	18.20
1782985954	0	414.756	1958.361	15003.71	18.20
1782985955	0	415.074	1952.316	15004.55	18.20
1782985956	0	415.382	1959.998	14994.24	18.20
1782985957	0	415.032	1963.843	15005.57	18.20
1782985958	0	413.438	1952.105	14995.74	18.20
1782985959	0	415.219	1959.972	15001.30	18.20
1782985960	0	415.136	1958.151	15001.29	18.20
1782985961	0	415.531	1963.731	15002.43	18.20
1782985962	0	415.387	1958.957	15001.68	18.20
1782985963	0	413.314	1963.077	14995.78	18.20
1782985964	0	415.977	1962.578	14993.25	18.20
1782985965	0	414.296	1962.695	15004.36	18.20
1782985966	0	415.688	1966.235	15000.93	18.20
1782985967	0	414.299	1959.094	15005.75	18.20
1782985968	0	415.598	1960.230	14999.78	18.20
1782985969	0	414.106	1961.658	14992.97	18.20
1782985970	0	415.463	1960.352	15004.83	18.20
1782985971	0	415.176	1958.965	14998.15	18.20
1782985972	0	416.183	1956.397	15001.71	18.20
1782985973	0	414.530	1960.044	14996.76	18.20
1782985974	0	415.703	1954.011	15008.22	18.20
1782985975	0	413.952	1951.849	14995.62	18.20
1782985976	0	415.026	1955.527	14998.31	18.20
1782985977	0	414.692	1962.646	15000.54	18.20
1782985978	0	414.487	1960.925	14994.54	18.20
1782985979	0	414.761	1962.688	15001.65	18.20
1782985980	0	415.380	1957.232	15008.06	18.20
1782985981	0	414.865	1964.175	14997.55	18.20
1782985982	0	415.315	1954.412	15001.98	18.20
1782985983	0	415.524	1955.662	14986.25	18.20
1782985984	0	416.130	1964.096	14999.81	18.20
1782985985	0	415.232	1960.629	14998.43	18.20
1782985986	0	414.833	1962.714	14995.91	18.20
1782985987	0	414.703	1960.942	15005.41	18.20
1782985988	0	415.698	1957.753	14998.37	18.20
1782985989	0	414.507	1955.223	14999.11	18.20
1782985990	0	414.148	1952.686	14998.11	18.20
1782985991	0	415.584	1967.236	14990.42	18.20
1782985992	0	416.140	1953.496	14994.34	18.20
1782985993	0	415.580	1965.688	15004.81	18.20
1782985994	0	414.635	1960.406	14989.45	18.20
1782985995	0	413.394	1961.067	14996.17	18.20
1782985996	0	414.149	1960.799	14998.00	18.20
1782985997	0	413.751	1962.171	15008.72	18.20
1782985998	0	415.820	1956.867	15003.84	18.20
1782985999	0	414.090	1951.376	14997.21	18.20
1782986000	0	414.787	1957.674	15006.52	18.20
1782986001	0	413.759	1961.812	14996.30	18.20
1782986002	0	414.640	1955.697	15005.05	18.20
1782986003	0	414.556	1964.285	14993.21	18.20
1782986004	0	415.482	1959.480	15005.37	18.20
1782986005	0	415.495	1955.356	14997.97	18.20
1782986006	0	415.026	1960.589	14994.86	18.20
1782986007	0	414.624	1961.742	14998.91	18.20
1782986008	0	414.376	1962.039	15001.39	18.20
1782986009	0	415.441	1948.331	14997.53	18.20
1782986010	0	415.952	1947.809	15002.77	18.20
1782986011	0	414.507	1964.101	14997.09	18.20
1782986012	0	414.746	1954.135	15003.10	18.20
1782986013	0	414.125	1964.108	15002.21	18.20
1782986014	0	413.463	1964.516	14999.70	18.20
1782986015	0	414.956	1955.230	14997.79	18.20
1782986016	0	414.534	1955.931	15000.76	18.20
1782986017	0	415.693	1962.930	15002.75	18.20
1782986018	0	413.625	1958.386	15010.31	18.20
1782986019	0	414.309	1965.174	15004.70	18.20
1782986020	0	413.920	1966.417	15004.88	18.20
1782986021	0	414.973	1955.352	15015.44	18.20
1782986022	0	414.458	1956.794	15002.58	18.20
1782986023	0	413.980	1960.379	15002.42	18.20
1782986024	0	414.018	1951.279	15003.52	18.20
1782986025	0	414.696	1952.789	14994.96	18.20
1782986026	0	414.398	1956.364	14997.78	18.20
1782986027	0	414.303	1968.004	14997.47	18.20
1782986028	0	415.045	1960.981	15003.24	18.20
1782986029	0	413.579	1957.384	14999.13	18.20
1782986030	0	415.172	1955.902	15000.69	18.20
1782986031	0	415.726	1955.189	15005.44	18.20
1782986032	0	414.771	1957.656	15004.32	18.20
1782986033	0	415.131	1957.438	14999.19	18.20
1782986034	0	414.783	1959.055	14996.65	18.20
1782986035	0	414.412	1961.940	15005.68	18.20
1782986036	0	415.191	1959.646	15003.87	18.20
1782986037	0	414.656	1963.186	14991.97	18.20
1782986038	0	414.811	1958.773	14998.43	18.20
1782986039	0	415.084	1966.786	15000.83	18.20
1782986040	0	413.928	1963.079	15003.89	18.20
1782986041	0	413.485	1960.869	15004.55	18.20
1782986042	0	416.260	1961.955	15001.42	18.20
1782986043	0	415.137	1957.758	15002.93	18.20
1782986044	0	415.025	1958.992	15000.32	18.20
1782986045	0	414.371	1958.840	14996.63	18.20
1782986046	0	415.159	1956.931	14998.69	18.20
1782986047	0	414.355	1954.559	15000.09	18.20
1782986048	0	415.313	1962.181	14999.83	18.20
1782986049	0	415.185	1963.861	14990.57	18.20
1782986050	0	415.070	1961.568	14998.01	18.20
1782986051	0	415.243	1959.634	15000.28	18.20
1782986052	0	414.575	1968.857	14998.59	18.20
1782986053	0	414.638	1957.336	14998.77	18.20
1782986054	0	415.347	1961.007	15002.44	18.20
1782986055	0	413.876	1964.491	14994.61	18.20
1782986056	0	414.925	1955.556	14991.86	18.20
1782986057	0	415.951	1962.503	14998.26	18.20
1782986058	0	413.988	1967.109	15003.82	18.20
1782986059	0	415.527	1959.959	15008.44	18.20
1782986060	0	416.272	1960.637	15003.91	18.20
1782986061	0	414.978	1957.359	14992.66	18.20
1782986062	0	415.465	1961.906	14998.84	18.20
1782986063	0	415.012	1956.840	15001.28	18.20
1782986064	0	415.104	1959.721	15000.89	18.20
1782986065	0	413.933	1954.113	15002.70	18.20
1782986066	0	415.452	1949.592	14995.41	18.20
1782986067	0	415.164	1958.088	15000.32	18.20
1782986068	0	416.047	1958.026	15002.10	18.20
1782986069	0	415.528	1958.412	15004.13	18.20
1782986070	0	415.091	1962.947	14995.97	18.20
1782986071	0	414.630	1963.986	14998.27	18.20
1782986072	0	414.205	1961.178	14986.48	18.20
1782986073	0	415.738	1962.640	14996.89	18.20
1782986074	0	416.533	1956.946	14997.38	18.20
1782986075	0	413.897	1956.023	14994.90	18.20
1782986076	0	415.528	1961.992	15000.83	18.20
1782986077	0	415.082	1955.508	14999.72	18.20
1782986078	0	415.613	1955.101	14988.70	18.20
1782986079	0	415.927	1971.430	15001.08	18.20
1782986080	0	415.293	1962.332	14995.36	18.20
1782986081	0	414.606	1952.759	15002.43	18.20
1782986082	0	414.518	1955.628	14993.59	18.20
1782986083	0	413.842	1966.889	15000.15	18.20
1782986084	0	415.218	1961.519	14998.58	18.20
1782986085	0	414.753	1959.309	15001.52	18.20
1782986086	0	415.772	1959.871	15000.62	18.20
1782986087	0	415.425	1959.216	14998.72	18.20
1782986088	0	414.726	1954.372	14992.32	18.20
1782986089	0	413.418	1958.954	14992.61	18.20
1782986090	0	415.045	1954.855	14997.08	18.20
1782986091	0	414.972	1960.215	14999.96	18.20
1782986092	0	413.275	1956.340	14996.96	18.20
1782986093	0	415.326	1961.548	15003.13	18.20
1782986094	0	414.077	1960.634	14998.60	18.20
1782986095	0	415.818	1963.108	14995.17	18.20
1782986096	0	414.924	1958.128	14998.61	18.20
1782986097	0	414.497	1961.871	15001.13	18.20
1782986098	0	415.156	1962.518	15001.62	18.20
1782986099	0	415.105	1963.275	15009.39	18.20
1782986100	0	415.076	1963.139	14996.66	18.20
1782986101	0	415.697	1956.782	14999.63	18.20
1782986102	0	413.553	1966.174	15002.13	18.20
1782986103	0	415.205	1953.142	14999.88	18.20
1782986104	0	414.429	1963.087	14997.50	18.20
1782986105	0	414.776	1957.952	14992.25	18.20
1782986106	0	416.121	1955.811	14997.45	18.20
1782986107	0	414.361	1960.846	14994.63	18.20
1782986108	0	415.312	1961.985	14991.37	18.20
1782986109	0	415.729	1960.794	14996.02	18.20
1782986110	0	415.392	1958.963	14994.76	18.20
1782986111	0	415.050	1960.430	15002.92	18.20
1782986112	0	415.172	1963.090	15003.01	18.20
1782986113	0	415.444	1960.177	14995.48	18.20
1782986114	0	414.353	1960.271	14998.70	18.20
1782986115	0	414.978	1960.773	14990.71	18.20
1782986116	0	416.765	1957.905	14997.53	18.20
1782986117	0	415.338	1964.274	15001.99	18.20
1782986118	0	415.078	1969.351	15004.12	18.20
1782986119	0	414.698	1961.296	14996.43	18.20
1782986120	0	414.361	1958.594	15005.26	18.20
1782986121	0	415.199	1963.385	14992.42	18.20
1782986122	0	415.255	1965.036	14993.76	18.20
1782986123	0	414.924	1958.671	15003.55	18.20
1782986124	0	417.163	1961.577	15008.36	18.20
1782986125	0	414.424	1957.223	15002.47	18.20
1782986126	0	414.246	1963.746	14999.80	18.20
1782986127	0	414.708	1960.509	14989.02	18.20
1782986128	0	414.949	1962.926	14989.89	18.20
1782986129	0	414.323	1955.698	15000.65	18.20
1782986130	0	415.179	1962.404	14998.21	18.20
1782986131	0	415.266	1956.762	14994.47	18.20
1782986132	0	415.542	1957.025	15000.33	18.20
1782986133	0	414.583	1956.224	15000.58	18.20
1782986134	0	416.041	1962.534	15004.72	18.20
1782986135	0	415.484	1964.989	15000.68	18.20
1782986136	0	417.250	1953.163	15006.14	18.20
1782986137	0	414.409	1957.535	15000.04	18.20
1782986138	0	414.319	1955.690	14999.42	18.20
